Similarity, Precision, Recall, Id
23.590751941617665, 0.0, 0.0, 4572
21.501666721725243, 0.0, 0.0, 3693
15.312464179059889, 0.3333333333333333, 0.05263157894736842, 6824
14.625364918877052, 0.25, 0.05263157894736842, 5039
14.510884597360894, 0.2, 0.05263157894736842, 7941
14.474239137082439, 0.3333333333333333, 0.10526315789473684, 9859
14.046262925460843, 0.42857142857142855, 0.15789473684210525, 5502
13.651720606877745, 0.375, 0.15789473684210525, 1756
13.63765388591527, 0.3333333333333333, 0.15789473684210525, 3994
12.975402462342263, 0.3, 0.15789473684210525, 4571
12.433796546569171, 0.2727272727272727, 0.15789473684210525, 6461
12.029733084880744, 0.25, 0.15789473684210525, 4817
11.93755084409086, 0.23076923076923078, 0.15789473684210525, 8582
11.745583273662454, 0.21428571428571427, 0.15789473684210525, 6635
11.448495973912541, 0.2, 0.15789473684210525, 7735
11.447756644976407, 0.1875, 0.15789473684210525, 7734
11.438033802776667, 0.23529411764705882, 0.21052631578947367, 8172
11.404077824216712, 0.2222222222222222, 0.21052631578947367, 5493
11.397044463735474, 0.21052631578947367, 0.21052631578947367, 4533
11.29354966485261, 0.25, 0.2631578947368421, 8150
11.219992188110686, 0.23809523809523808, 0.2631578947368421, 8148
10.907519364623017, 0.22727272727272727, 0.2631578947368421, 1879
10.877907264825797, 0.21739130434782608, 0.2631578947368421, 11212
10.86394123688296, 0.20833333333333334, 0.2631578947368421, 3837
10.420156019218073, 0.2, 0.2631578947368421, 10652
10.173204505961868, 0.19230769230769232, 0.2631578947368421, 9591
10.130992038384857, 0.18518518518518517, 0.2631578947368421, 9350
9.788652863604543, 0.17857142857142858, 0.2631578947368421, 8259
9.75262883192182, 0.1724137931034483, 0.2631578947368421, 4645
9.682024313991485, 0.16666666666666666, 0.2631578947368421, 7186
9.53458595127988, 0.16129032258064516, 0.2631578947368421, 7831
9.532367964471476, 0.15625, 0.2631578947368421, 8874
9.456280861108038, 0.15151515151515152, 0.2631578947368421, 8261
9.437976962470849, 0.14705882352941177, 0.2631578947368421, 8031
9.42666876131082, 0.14285714285714285, 0.2631578947368421, 2487
9.387424566458106, 0.1388888888888889, 0.2631578947368421, 9733
9.375419182871259, 0.13513513513513514, 0.2631578947368421, 265
9.334962348820811, 0.13157894736842105, 0.2631578947368421, 5394
9.28673217489863, 0.15384615384615385, 0.3157894736842105, 7923
9.217678432016431, 0.15, 0.3157894736842105, 8319
9.167921082114683, 0.14634146341463414, 0.3157894736842105, 6340
9.125220527873834, 0.14285714285714285, 0.3157894736842105, 6765
9.12254810107967, 0.13953488372093023, 0.3157894736842105, 2840
8.797786621729657, 0.13636363636363635, 0.3157894736842105, 2091
8.690228010695337, 0.13333333333333333, 0.3157894736842105, 4750
8.631151361508303, 0.13043478260869565, 0.3157894736842105, 7234
8.625287440278981, 0.1276595744680851, 0.3157894736842105, 5069
8.588641980000524, 0.125, 0.3157894736842105, 11108
8.540877888906468, 0.12244897959183673, 0.3157894736842105, 2153
8.4072074319079, 0.12, 0.3157894736842105, 6250
8.374525157094277, 0.11764705882352941, 0.3157894736842105, 6925
8.335122665209136, 0.11538461538461539, 0.3157894736842105, 5879
8.190712235357106, 0.11320754716981132, 0.3157894736842105, 7750
8.0906035965586, 0.1111111111111111, 0.3157894736842105, 8565
7.971351829780911, 0.10909090909090909, 0.3157894736842105, 9861
7.809903498850098, 0.10714285714285714, 0.3157894736842105, 2236
7.761096244790295, 0.10526315789473684, 0.3157894736842105, 3221
7.710531613956765, 0.10344827586206896, 0.3157894736842105, 9594
7.705870710790178, 0.1016949152542373, 0.3157894736842105, 9915
7.678701527351143, 0.1, 0.3157894736842105, 8253
7.641798736485339, 0.09836065573770492, 0.3157894736842105, 8891
7.606528312083053, 0.0967741935483871, 0.3157894736842105, 716
7.605153276206883, 0.09523809523809523, 0.3157894736842105, 2005
7.562849491323358, 0.09375, 0.3157894736842105, 10522
7.542583135214217, 0.09230769230769231, 0.3157894736842105, 5750
7.540270752007376, 0.09090909090909091, 0.3157894736842105, 444
7.539531423071242, 0.08955223880597014, 0.3157894736842105, 1889
7.526204031044901, 0.08823529411764706, 0.3157894736842105, 9304
7.431793438445282, 0.08695652173913043, 0.3157894736842105, 7834
7.375624156658028, 0.08571428571428572, 0.3157894736842105, 7173
7.36189967360731, 0.08450704225352113, 0.3157894736842105, 3813
7.302768604435345, 0.08333333333333333, 0.3157894736842105, 307
7.187003678896589, 0.0821917808219178, 0.3157894736842105, 5195
7.174855455780787, 0.08108108108108109, 0.3157894736842105, 6823
7.066969920747422, 0.08, 0.3157894736842105, 4637
7.056393485926364, 0.07894736842105263, 0.3157894736842105, 1780
7.033063182853461, 0.07792207792207792, 0.3157894736842105, 3547
